Date,Rater,Correct Answer 3 Label,Correct Answer 5 Label,Rater Answer 3 Label,Rater Answer 5 Label,Task ID,3-Label Agreement,5-Label Agreement
10-24-2005,A,High,Bad,Average,Intermediate,461,no,no
10-11-2005,A,Average,Exceptional,Average,Okay,462,yes,no
10-10-2005,A,Average,Okay,High,Bad,463,no,no
10-20-2005,C,High,Intermediate,High,Exceptional,464,yes,no
10-18-2005,E,Low,Great,Low,Bad,465,yes,no
10-08-2005,B,Low,Intermediate,Low,Intermediate,466,yes,yes
10-22-2005,A,Low,Exceptional,High,Bad,467,no,no
10-11-2005,E,Average,Great,Low,Exceptional,468,no,no
10-10-2005,A,Average,Okay,Average,Intermediate,469,yes,no
10-29-2005,C,Average,Exceptional,Average,Okay,470,yes,no
10-08-2005,C,High,Bad,Average,Great,471,no,no
10-15-2005,B,Average,Intermediate,High,Exceptional,472,no,no
10-16-2005,D,High,Intermediate,Low,Great,473,no,no
10-27-2005,E,Average,Great,Low,Intermediate,474,no,no
10-01-2005,A,High,Exceptional,Average,Intermediate,475,no,no
10-04-2005,E,Average,Great,Average,Exceptional,476,yes,no
10-26-2005,B,High,Okay,Average,Bad,477,no,no
10-25-2005,C,Low,Great,Average,Exceptional,478,no,no
10-18-2005,B,Low,Bad,High,Bad,479,no,yes
10-17-2005,D,High,Bad,Low,Bad,480,no,yes
10-13-2005,B,High,Intermediate,Average,Intermediate,481,no,yes
10-04-2005,D,Low,Great,Low,Exceptional,482,yes,no
10-20-2005,C,Low,Bad,High,Okay,483,no,no
10-29-2005,B,Low,Exceptional,Low,Great,484,yes,no
10-06-2005,B,Low,Bad,Low,Bad,485,yes,yes
10-24-2005,D,High,Okay,Low,Okay,486,no,yes
10-25-2005,D,High,Intermediate,Low,Bad,487,no,no
10-02-2005,C,High,Okay,Low,Intermediate,488,no,no
10-01-2005,E,Low,Intermediate,High,Exceptional,489,no,no
10-23-2005,A,Low,Intermediate,Low,Exceptional,490,yes,no
10-14-2005,E,Low,Great,Low,Bad,491,yes,no
10-25-2005,E,Average,Exceptional,Low,Bad,492,no,no
10-20-2005,D,High,Bad,High,Intermediate,493,yes,no
10-29-2005,C,Average,Bad,Low,Intermediate,494,no,no
10-02-2005,D,Low,Okay,High,Great,495,no,no
10-27-2005,C,Low,Okay,Low,Exceptional,496,yes,no
10-16-2005,E,Average,Great,Average,Intermediate,497,yes,no
10-15-2005,D,High,Great,Average,Exceptional,498,no,no
10-17-2005,A,Average,Bad,Low,Bad,499,no,yes
10-21-2005,D,Low,Exceptional,Low,Okay,500,yes,no
10-23-2005,B,Average,Exceptional,Average,Intermediate,501,yes,no
10-06-2005,C,High,Bad,Low,Intermediate,502,no,no
10-11-2005,B,Average,Intermediate,Average,Exceptional,503,yes,no
10-17-2005,B,Low,Exceptional,High,Great,504,no,no
10-03-2005,A,Low,Bad,High,Intermediate,505,no,no
10-11-2005,B,Average,Great,High,Intermediate,506,no,no
10-07-2005,B,Average,Intermediate,Average,Intermediate,507,yes,yes
10-22-2005,D,Low,Exceptional,High,Okay,508,no,no
10-17-2005,A,High,Okay,Low,Exceptional,509,no,no
10-23-2005,E,High,Okay,High,Exceptional,510,yes,no
10-12-2005,B,High,Great,Low,Intermediate,511,no,no
10-27-2005,A,Average,Great,High,Intermediate,512,no,no
10-05-2005,C,Average,Great,High,Exceptional,513,no,no
10-04-2005,A,Low,Okay,Low,Bad,514,yes,no
10-08-2005,A,Average,Intermediate,Average,Exceptional,515,yes,no
10-01-2005,B,Low,Intermediate,Average,Okay,516,no,no
10-12-2005,E,Average,Great,High,Great,517,no,yes
10-08-2005,C,Average,Intermediate,Low,Bad,518,no,no
10-06-2005,C,High,Bad,Average,Intermediate,519,no,no
10-09-2005,E,Low,Intermediate,Low,Great,520,yes,no
10-23-2005,D,Average,Intermediate,Low,Great,521,no,no
10-23-2005,B,Average,Intermediate,High,Okay,522,no,no
10-19-2005,E,Low,Great,Low,Okay,523,yes,no
10-06-2005,A,Average,Bad,High,Bad,524,no,yes
10-07-2005,C,Low,Great,Average,Okay,525,no,no
10-08-2005,C,High,Okay,High,Exceptional,526,yes,no
10-09-2005,A,Low,Exceptional,High,Exceptional,527,no,yes
10-04-2005,A,Average,Great,Average,Bad,528,yes,no
10-14-2005,B,Low,Okay,Average,Okay,529,no,yes
10-03-2005,A,Low,Intermediate,Low,Intermediate,530,yes,yes
10-03-2005,A,Low,Great,Low,Great,531,yes,yes
10-08-2005,B,Average,Intermediate,High,Intermediate,532,no,yes
10-29-2005,E,Average,Intermediate,High,Bad,533,no,no
10-04-2005,B,High,Intermediate,High,Exceptional,534,yes,no
10-21-2005,B,Average,Okay,Average,Great,535,yes,no
10-25-2005,E,High,Okay,Low,Intermediate,536,no,no
10-16-2005,C,High,Bad,Average,Exceptional,537,no,no
10-25-2005,C,High,Bad,Average,Great,538,no,no
10-21-2005,E,High,Great,High,Bad,539,yes,no
10-03-2005,D,High,Exceptional,High,Exceptional,540,yes,yes
10-15-2005,D,High,Okay,High,Intermediate,541,yes,no
10-24-2005,C,Low,Okay,High,Exceptional,542,no,no
10-08-2005,D,Average,Exceptional,Low,Okay,543,no,no
10-24-2005,C,High,Bad,Average,Great,544,no,no
10-19-2005,B,Low,Great,Low,Bad,545,yes,no
10-16-2005,B,Low,Exceptional,Average,Great,546,no,no
10-21-2005,E,Average,Intermediate,High,Bad,547,no,no
10-14-2005,D,High,Okay,Low,Intermediate,548,no,no
10-07-2005,E,Low,Intermediate,Average,Intermediate,549,no,yes
10-01-2005,B,Average,Bad,Low,Great,550,no,no
10-17-2005,E,Average,Exceptional,High,Bad,551,no,no
10-05-2005,D,High,Bad,High,Okay,552,yes,no
10-02-2005,C,Low,Bad,Average,Okay,553,no,no
10-28-2005,E,Average,Intermediate,Low,Bad,554,no,no
10-13-2005,D,Low,Okay,High,Bad,555,no,no
10-18-2005,E,High,Exceptional,Low,Great,556,no,no
10-16-2005,D,Average,Exceptional,Low,Great,557,no,no
10-15-2005,B,Low,Great,High,Okay,558,no,no
10-24-2005,D,Low,Exceptional,Average,Intermediate,559,no,no
10-20-2005,A,High,Great,High,Intermediate,560,yes,no
10-27-2005,C,High,Great,High,Okay,561,yes,no
10-05-2005,E,Average,Okay,Low,Great,562,no,no
10-28-2005,A,Low,Bad,Average,Great,563,no,no
10-02-2005,D,Average,Okay,Low,Okay,564,no,yes
10-28-2005,D,Average,Exceptional,High,Okay,565,no,no
10-11-2005,A,Average,Great,High,Okay,566,no,no
10-26-2005,D,Average,Okay,Average,Great,567,yes,no
10-03-2005,A,Low,Bad,Low,Great,568,yes,no
10-05-2005,B,High,Okay,High,Exceptional,569,yes,no
10-23-2005,B,Average,Exceptional,Average,Bad,570,yes,no
10-25-2005,E,Average,Exceptional,High,Great,571,no,no
10-28-2005,A,Low,Great,Low,Great,572,yes,yes
10-20-2005,C,Low,Bad,High,Bad,573,no,yes
10-05-2005,E,Average,Exceptional,High,Exceptional,574,no,yes
10-07-2005,D,High,Bad,Average,Okay,575,no,no
10-20-2005,D,Low,Exceptional,Low,Exceptional,576,yes,yes
10-01-2005,B,High,Intermediate,Low,Bad,577,no,no
10-09-2005,A,Average,Bad,Average,Bad,578,yes,yes
10-16-2005,A,Low,Great,Low,Exceptional,579,yes,no
10-12-2005,C,High,Great,High,Bad,580,yes,no
10-11-2005,A,Average,Intermediate,High,Okay,581,no,no
10-20-2005,E,Low,Exceptional,Average,Intermediate,582,no,no
10-23-2005,E,Average,Bad,High,Exceptional,583,no,no
10-02-2005,A,Low,Great,Average,Great,584,no,yes
10-28-2005,A,High,Intermediate,Average,Intermediate,585,no,yes
10-04-2005,B,High,Bad,Low,Great,586,no,no
10-05-2005,D,Average,Great,Low,Great,587,no,yes
10-29-2005,C,High,Bad,Low,Exceptional,588,no,no
10-01-2005,A,High,Great,Average,Bad,589,no,no
10-10-2005,D,High,Intermediate,High,Okay,590,yes,no
10-05-2005,B,Low,Exceptional,High,Great,591,no,no
10-27-2005,C,Average,Great,Low,Intermediate,592,no,no
10-11-2005,C,High,Exceptional,Low,Bad,593,no,no
10-06-2005,B,Average,Bad,Average,Great,594,yes,no
10-06-2005,E,Low,Bad,High,Great,595,no,no
10-17-2005,A,High,Exceptional,High,Great,596,yes,no
10-05-2005,B,Low,Great,Average,Intermediate,597,no,no
10-19-2005,B,Average,Exceptional,High,Bad,598,no,no
10-09-2005,C,Average,Okay,Low,Exceptional,599,no,no
10-13-2005,B,High,Okay,High,Bad,600,yes,no
10-07-2005,C,Average,Exceptional,Average,Intermediate,601,yes,no
10-25-2005,E,Low,Intermediate,Low,Intermediate,602,yes,yes
10-03-2005,A,Low,Exceptional,High,Exceptional,603,no,yes
10-08-2005,E,Low,Exceptional,High,Great,604,no,no
10-17-2005,D,Average,Bad,High,Intermediate,605,no,no
10-11-2005,D,Average,Great,Average,Bad,606,yes,no
10-15-2005,B,Low,Bad,Average,Okay,607,no,no
10-17-2005,B,High,Intermediate,High,Exceptional,608,yes,no
10-04-2005,B,High,Okay,Low,Intermediate,609,no,no
10-18-2005,E,Average,Intermediate,Average,Okay,610,yes,no
10-29-2005,D,Average,Bad,Low,Intermediate,611,no,no
10-23-2005,C,Low,Exceptional,Average,Intermediate,612,no,no
10-28-2005,C,High,Exceptional,Low,Bad,613,no,no
10-26-2005,E,High,Great,Low,Great,614,no,yes
10-20-2005,C,Average,Intermediate,High,Okay,615,no,no
10-13-2005,B,Average,Okay,Average,Exceptional,616,yes,no
10-21-2005,C,Average,Exceptional,Average,Bad,617,yes,no
10-19-2005,C,High,Okay,Low,Great,618,no,no
10-17-2005,B,Low,Intermediate,Low,Intermediate,619,yes,yes
10-27-2005,E,High,Intermediate,Low,Okay,620,no,no
10-26-2005,A,High,Great,High,Exceptional,621,yes,no
10-23-2005,D,Low,Bad,Average,Okay,622,no,no
10-14-2005,D,Average,Okay,Average,Bad,623,yes,no
10-19-2005,D,Low,Bad,High,Bad,624,no,yes
10-28-2005,E,Average,Okay,Low,Bad,625,no,no
10-19-2005,D,High,Great,Average,Okay,626,no,no
10-10-2005,C,Low,Bad,High,Great,627,no,no
10-29-2005,D,High,Bad,Low,Bad,628,no,yes
10-19-2005,A,Low,Great,High,Intermediate,629,no,no
10-20-2005,C,Low,Intermediate,Average,Bad,630,no,no
10-27-2005,A,High,Great,High,Exceptional,631,yes,no
10-12-2005,A,Low,Intermediate,High,Intermediate,632,no,yes
10-28-2005,C,High,Intermediate,Low,Exceptional,633,no,no
10-25-2005,C,Average,Intermediate,Average,Okay,634,yes,no
10-28-2005,C,Average,Intermediate,Average,Intermediate,635,yes,yes
10-21-2005,E,Average,Bad,Average,Okay,636,yes,no
10-23-2005,A,Low,Great,Average,Exceptional,637,no,no
10-05-2005,C,Low,Okay,Average,Bad,638,no,no
10-09-2005,B,Low,Okay,Average,Exceptional,639,no,no
10-13-2005,B,High,Exceptional,High,Intermediate,640,yes,no
10-17-2005,A,Low,Exceptional,High,Okay,641,no,no
10-19-2005,B,Average,Intermediate,Average,Intermediate,642,yes,yes
10-22-2005,E,Average,Okay,Low,Great,643,no,no
10-14-2005,D,High,Bad,Average,Bad,644,no,yes
10-14-2005,C,High,Great,Low,Exceptional,645,no,no
10-03-2005,D,Average,Intermediate,Average,Bad,646,yes,no
10-05-2005,D,Low,Okay,Low,Exceptional,647,yes,no
10-23-2005,E,Low,Intermediate,Average,Great,648,no,no
10-04-2005,A,High,Exceptional,Low,Intermediate,649,no,no
10-20-2005,B,Average,Bad,Low,Exceptional,650,no,no
10-20-2005,E,Average,Okay,High,Bad,651,no,no
10-15-2005,E,Low,Okay,High,Exceptional,652,no,no
10-14-2005,D,Low,Okay,Low,Bad,653,yes,no
10-18-2005,E,Average,Great,Low,Intermediate,654,no,no
10-25-2005,B,Low,Great,High,Bad,655,no,no
10-14-2005,A,Average,Bad,Average,Exceptional,656,yes,no
10-20-2005,A,Low,Okay,Low,Bad,657,yes,no
10-17-2005,E,Average,Exceptional,High,Okay,658,no,no
10-21-2005,D,High,Exceptional,Average,Intermediate,659,no,no
10-01-2005,E,Average,Intermediate,High,Intermediate,660,no,yes
10-22-2005,A,High,Great,Average,Okay,661,no,no
10-13-2005,C,Average,Exceptional,Low,Great,662,no,no
10-09-2005,B,Average,Intermediate,Average,Great,663,yes,no
10-10-2005,A,Low,Okay,Average,Exceptional,664,no,no
10-02-2005,A,Average,Intermediate,Low,Great,665,no,no
10-25-2005,A,Low,Exceptional,Low,Great,666,yes,no
10-15-2005,C,High,Great,High,Okay,667,yes,no
10-29-2005,C,Low,Intermediate,High,Okay,668,no,no
10-29-2005,D,Low,Great,Average,Great,669,no,yes
10-08-2005,B,Average,Exceptional,Average,Great,670,yes,no
10-17-2005,A,High,Exceptional,Low,Bad,671,no,no
10-11-2005,E,Average,Exceptional,Low,Intermediate,672,no,no
10-23-2005,D,Average,Exceptional,Low,Great,673,no,no
10-27-2005,C,Low,Okay,Low,Exceptional,674,yes,no
10-15-2005,A,Low,Great,Low,Great,675,yes,yes
10-25-2005,E,Average,Intermediate,Low,Great,676,no,no
10-13-2005,A,Low,Intermediate,High,Exceptional,677,no,no
10-21-2005,A,Average,Bad,Average,Exceptional,678,yes,no
10-01-2005,E,Average,Great,High,Exceptional,679,no,no
10-13-2005,E,Low,Okay,Low,Exceptional,680,yes,no
10-18-2005,A,Average,Exceptional,High,Exceptional,681,no,yes
10-15-2005,C,Average,Great,High,Okay,682,no,no
10-20-2005,A,Average,Bad,Average,Okay,683,yes,no
10-19-2005,C,Average,Okay,Average,Okay,684,yes,yes
10-02-2005,D,Average,Okay,Average,Intermediate,685,yes,no
10-11-2005,C,High,Exceptional,High,Exceptional,686,yes,yes
10-04-2005,D,Low,Okay,Average,Exceptional,687,no,no
10-01-2005,A,High,Intermediate,High,Bad,688,yes,no
10-06-2005,D,Low,Intermediate,Low,Intermediate,689,yes,yes
10-20-2005,A,High,Exceptional,Average,Okay,690,no,no
10-23-2005,D,High,Great,Low,Exceptional,691,no,no
10-01-2005,C,Low,Intermediate,High,Bad,692,no,no
10-07-2005,C,Low,Great,Low,Exceptional,693,yes,no
10-08-2005,D,Average,Exceptional,High,Great,694,no,no
10-01-2005,E,Low,Bad,High,Bad,695,no,yes
10-19-2005,A,Low,Exceptional,Low,Great,696,yes,no
10-01-2005,E,High,Intermediate,Average,Great,697,no,no
10-13-2005,A,Low,Bad,High,Okay,698,no,no
10-03-2005,A,Low,Okay,Low,Great,699,yes,no
10-29-2005,A,High,Intermediate,High,Bad,700,yes,no
10-14-2005,C,High,Intermediate,High,Okay,701,yes,no
10-27-2005,E,High,Exceptional,High,Bad,702,yes,no
10-12-2005,E,Low,Exceptional,High,Okay,703,no,no
10-02-2005,C,Low,Great,High,Great,704,no,yes
10-13-2005,A,High,Great,Average,Exceptional,705,no,no
10-11-2005,A,High,Okay,Average,Exceptional,706,no,no
10-28-2005,E,Average,Exceptional,High,Intermediate,707,no,no
10-29-2005,C,High,Okay,Average,Okay,708,no,yes
10-11-2005,A,High,Okay,Low,Exceptional,709,no,no
10-06-2005,A,High,Intermediate,High,Exceptional,710,yes,no
10-07-2005,B,High,Bad,High,Okay,711,yes,no
10-07-2005,D,High,Exceptional,High,Exceptional,712,yes,yes
10-05-2005,D,Low,Exceptional,Average,Exceptional,713,no,yes
10-29-2005,B,Average,Intermediate,High,Okay,714,no,no
10-06-2005,A,Average,Great,Average,Great,715,yes,yes
10-13-2005,B,Average,Exceptional,Low,Great,716,no,no
10-12-2005,B,Average,Bad,High,Okay,717,no,no
10-06-2005,E,Average,Great,Average,Bad,718,yes,no
10-17-2005,D,High,Bad,Low,Okay,719,no,no
10-17-2005,C,Low,Bad,Average,Okay,720,no,no
10-02-2005,C,High,Intermediate,Average,Bad,721,no,no
10-18-2005,E,Average,Exceptional,Average,Intermediate,722,yes,no
10-14-2005,B,High,Intermediate,Average,Bad,723,no,no
10-02-2005,E,Average,Great,High,Okay,724,no,no
10-18-2005,B,High,Exceptional,Low,Bad,725,no,no
10-14-2005,C,Average,Bad,Low,Bad,726,no,yes
10-09-2005,E,Average,Okay,Average,Great,727,yes,no
10-04-2005,D,Low,Bad,High,Great,728,no,no
10-03-2005,A,High,Bad,Low,Intermediate,729,no,no
10-01-2005,D,High,Okay,Low,Okay,730,no,yes
10-12-2005,E,High,Exceptional,Low,Great,731,no,no
10-23-2005,D,High,Okay,High,Okay,732,yes,yes
10-07-2005,C,High,Exceptional,Low,Intermediate,733,no,no
10-15-2005,D,Average,Okay,Average,Intermediate,734,yes,no
10-12-2005,A,Average,Bad,Average,Great,735,yes,no
10-12-2005,D,Low,Bad,High,Okay,736,no,no
10-13-2005,C,Low,Bad,Low,Exceptional,737,yes,no
10-05-2005,C,Average,Great,High,Great,738,no,yes
10-13-2005,E,Average,Great,Average,Intermediate,739,yes,no
10-03-2005,C,Low,Okay,Average,Intermediate,740,no,no
10-25-2005,E,High,Okay,Average,Okay,741,no,yes
10-07-2005,A,High,Bad,Average,Great,742,no,no
10-26-2005,A,High,Bad,Average,Great,743,no,no
10-25-2005,D,Low,Great,High,Great,744,no,yes
10-07-2005,A,Low,Bad,Average,Bad,745,no,yes
10-06-2005,C,Average,Okay,High,Bad,746,no,no
10-27-2005,D,Low,Bad,High,Exceptional,747,no,no
10-04-2005,A,Average,Bad,High,Great,748,no,no
10-11-2005,D,Average,Okay,Low,Exceptional,749,no,no
10-04-2005,E,High,Great,Low,Okay,750,no,no
10-11-2005,D,Low,Bad,High,Bad,751,no,yes
10-08-2005,D,Average,Bad,Low,Okay,752,no,no
10-08-2005,E,Average,Great,Average,Exceptional,753,yes,no
10-28-2005,B,High,Okay,Low,Intermediate,754,no,no
10-10-2005,E,Average,Okay,Average,Exceptional,755,yes,no
10-10-2005,E,Average,Intermediate,Average,Exceptional,756,yes,no
10-22-2005,E,Low,Intermediate,Low,Okay,757,yes,no
10-16-2005,E,Average,Exceptional,Average,Okay,758,yes,no
10-01-2005,E,Average,Okay,High,Great,759,no,no
10-29-2005,A,High,Bad,Low,Okay,760,no,no
10-16-2005,D,Low,Bad,High,Okay,761,no,no
10-08-2005,B,High,Bad,Average,Intermediate,762,no,no
10-12-2005,D,Low,Okay,Low,Exceptional,763,yes,no
10-29-2005,B,High,Great,Low,Great,764,no,yes
10-15-2005,E,High,Exceptional,Low,Intermediate,765,no,no
10-13-2005,A,Average,Great,High,Intermediate,766,no,no
10-16-2005,E,Average,Exceptional,Average,Bad,767,yes,no
10-08-2005,D,Average,Great,High,Okay,768,no,no
10-26-2005,E,Average,Okay,High,Okay,769,no,yes
10-10-2005,A,Average,Intermediate,High,Intermediate,770,no,yes
10-18-2005,C,Average,Exceptional,High,Exceptional,771,no,yes
10-06-2005,E,Average,Bad,High,Great,772,no,no
10-19-2005,D,High,Intermediate,High,Bad,773,yes,no
10-10-2005,A,High,Bad,Low,Great,774,no,no
10-17-2005,E,Low,Bad,High,Okay,775,no,no
10-29-2005,B,High,Bad,High,Bad,776,yes,yes
10-16-2005,C,Average,Okay,High,Great,777,no,no
10-21-2005,E,High,Exceptional,Low,Bad,778,no,no
10-02-2005,E,High,Great,Low,Bad,779,no,no
10-21-2005,A,Average,Great,Average,Great,780,yes,yes
10-20-2005,C,High,Okay,Average,Okay,781,no,yes
10-09-2005,E,Low,Exceptional,Average,Okay,782,no,no
10-10-2005,E,Low,Okay,Low,Bad,783,yes,no
10-27-2005,C,Average,Exceptional,High,Bad,784,no,no
10-28-2005,E,Average,Okay,Low,Okay,785,no,yes
10-17-2005,B,Low,Intermediate,Average,Exceptional,786,no,no
10-28-2005,C,High,Exceptional,Average,Exceptional,787,no,yes
10-20-2005,A,High,Exceptional,Low,Bad,788,no,no
10-16-2005,E,High,Okay,Average,Intermediate,789,no,no
10-01-2005,E,Average,Intermediate,Average,Okay,790,yes,no
10-01-2005,D,Average,Intermediate,Low,Bad,791,no,no
10-07-2005,C,High,Intermediate,Low,Great,792,no,no
10-03-2005,B,Low,Exceptional,Average,Bad,793,no,no
10-26-2005,D,Low,Okay,Low,Bad,794,yes,no
10-06-2005,D,Average,Intermediate,High,Bad,795,no,no
10-11-2005,E,High,Intermediate,High,Okay,796,yes,no
10-27-2005,A,High,Intermediate,High,Okay,797,yes,no
10-10-2005,A,Average,Great,High,Great,798,no,yes
10-28-2005,E,Low,Bad,Average,Okay,799,no,no
10-08-2005,A,Low,Great,High,Intermediate,800,no,no
10-22-2005,A,Low,Great,Average,Intermediate,801,no,no
10-28-2005,D,Average,Great,Low,Exceptional,802,no,no
10-11-2005,D,Average,Great,Low,Exceptional,803,no,no
10-01-2005,B,Average,Great,Low,Great,804,no,yes
10-17-2005,C,High,Bad,Low,Okay,805,no,no
10-14-2005,C,High,Great,Low,Okay,806,no,no
10-09-2005,D,High,Great,Average,Exceptional,807,no,no
10-04-2005,D,High,Exceptional,Low,Intermediate,808,no,no
10-13-2005,D,Low,Bad,Low,Exceptional,809,yes,no
10-15-2005,D,High,Great,High,Exceptional,810,yes,no
10-29-2005,C,Low,Okay,Low,Great,811,yes,no
10-17-2005,C,Average,Great,Average,Great,812,yes,yes
10-02-2005,A,Low,Okay,Average,Okay,813,no,yes
10-03-2005,D,Low,Exceptional,High,Great,814,no,no
10-18-2005,D,Low,Exceptional,Average,Bad,815,no,no
10-01-2005,B,Average,Bad,Low,Intermediate,816,no,no
10-23-2005,C,High,Okay,High,Great,817,yes,no
10-24-2005,E,Average,Okay,Low,Intermediate,818,no,no
10-13-2005,A,High,Exceptional,High,Great,819,yes,no
10-10-2005,D,Average,Great,Average,Great,820,yes,yes
10-11-2005,D,High,Great,High,Intermediate,821,yes,no
10-18-2005,A,Low,Bad,Low,Exceptional,822,yes,no
10-14-2005,D,Average,Bad,High,Intermediate,823,no,no
10-04-2005,A,Average,Okay,High,Great,824,no,no
10-04-2005,B,Average,Okay,Average,Great,825,yes,no
10-17-2005,E,Average,Okay,High,Bad,826,no,no
10-10-2005,B,Low,Great,Average,Exceptional,827,no,no
10-03-2005,B,Low,Bad,High,Great,828,no,no
10-02-2005,D,Low,Intermediate,Average,Okay,829,no,no
10-17-2005,B,Low,Exceptional,Average,Bad,830,no,no
10-24-2005,C,High,Exceptional,Low,Bad,831,no,no
10-05-2005,A,Low,Okay,Average,Great,832,no,no
10-26-2005,B,Average,Bad,Low,Intermediate,833,no,no
10-11-2005,A,High,Okay,Low,Exceptional,834,no,no
10-02-2005,A,Low,Great,Average,Bad,835,no,no
10-04-2005,B,Low,Great,High,Bad,836,no,no
10-03-2005,B,Average,Okay,Average,Exceptional,837,yes,no
10-13-2005,A,High,Okay,Average,Exceptional,838,no,no
10-27-2005,B,Average,Exceptional,High,Exceptional,839,no,yes
10-25-2005,C,High,Bad,Average,Bad,840,no,yes
10-23-2005,D,Low,Exceptional,Low,Exceptional,841,yes,yes
10-17-2005,B,High,Great,Low,Okay,842,no,no
10-15-2005,E,Low,Okay,Average,Bad,843,no,no
10-04-2005,E,Average,Intermediate,High,Great,844,no,no
10-12-2005,A,Average,Exceptional,Low,Intermediate,845,no,no
10-07-2005,D,Low,Intermediate,Average,Intermediate,846,no,yes
10-10-2005,C,Low,Intermediate,Low,Exceptional,847,yes,no
10-22-2005,C,Average,Exceptional,High,Exceptional,848,no,yes
10-15-2005,C,Average,Exceptional,Low,Okay,849,no,no
10-16-2005,C,High,Okay,High,Okay,850,yes,yes
10-11-2005,E,Average,Intermediate,High,Okay,851,no,no
10-23-2005,D,Low,Intermediate,Low,Bad,852,yes,no
10-12-2005,A,High,Great,Low,Okay,853,no,no
10-05-2005,B,Low,Bad,Average,Okay,854,no,no
10-29-2005,C,Low,Great,High,Great,855,no,yes
10-25-2005,A,Low,Intermediate,Low,Exceptional,856,yes,no
10-01-2005,D,Low,Great,High,Intermediate,857,no,no
10-12-2005,E,High,Intermediate,High,Okay,858,yes,no
10-06-2005,A,Low,Bad,Average,Exceptional,859,no,no
10-16-2005,C,High,Exceptional,Low,Great,860,no,no
10-17-2005,D,Low,Great,Average,Okay,861,no,no
10-20-2005,A,Low,Exceptional,Average,Exceptional,862,no,yes
10-28-2005,E,Average,Exceptional,Average,Intermediate,863,yes,no
10-08-2005,B,Low,Exceptional,Low,Okay,864,yes,no
10-01-2005,C,Average,Great,Low,Exceptional,865,no,no
10-02-2005,E,Average,Intermediate,High,Bad,866,no,no
10-22-2005,D,Average,Okay,Average,Great,867,yes,no
10-18-2005,A,High,Bad,Average,Exceptional,868,no,no
